FormattedDate,Season,Tour,Time,Opponent,HoAw,Stadium,Attendance,Coach,Referee,MatchID,fullname,LastName,FirstName,Start,Pos,Line,C,PlayerID
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Mesut Ozil,Ozil,Mesut,1,AM,Midfielder,0,53
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Alex Iwobi,Iwobi,Alex,1,RW,Forward,0,50
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,0,44
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Laurent Koscielny,Koscielny,Laurent,1,CB,Defender,1,43
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Alexis Sanchez,Sanchez,Alexis,1,LW,Forward,0,41
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Ainsley Maitland-Niles,Maitland-Niles,Ainsley,1,LB,Defender,0,38
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Jack Wilshere,Wilshere,Jack,1,DM,Midfielder,0,29
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Nacho Monreal,Monreal,Nacho,1,CB,Defender,0,21
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Danny Welbeck,Welbeck,Danny,0,RW,Forward,0,13
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Shkodran Mustafi,Mustafi,Shkodran,0,CB,Defender,0,8
2017-12-22,2017/18,19,20:45:00,Liverpool,home,Emirates Stadium,59409,Arsène Wenger,Martin Atkinson,18,Hector Bellerin,Bellerin,Hector,1,RB,Defender,0,2
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Gabriel Magalhaes,Magalhaes,Gabriel,1,CB,Defender,0,54
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Mohamed Elneny,Elneny,Mohamed,1,CM,Midfielder,0,49
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Granit Xhaka,Xhaka,Granit,1,CM,Midfielder,0,44
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Ainsley Maitland-Niles,Maitland-Niles,Ainsley,1,LM,Midfielder,0,38
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,LW,Forward,1,39
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Eddie Nketiah,Nketiah,Eddie,0,FW,Forward,0,37
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Nicolas Pepe,Pepe,Nicolas,0,RW,Forward,0,32
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Rob Holding,Holding,Rob,1,CB,Defender,0,26
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Kieran Willian,Willian,Kieran,1,RW,Forward,0,11
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Daniel Ceballos,Ceballos,Daniel,0,CM,Midfielder,0,9
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Kieran Tierney,Tierney,Kieran,1,CB,Defender,0,7
2020-09-12,2020/21,1,13:30:00,Fulham,away,Craven Cottage,0,Mikel Arteta,Chris Kavanagh,114,Hector Bellerin,Bellerin,Hector,1,RM,Midfielder,0,2
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,LW,Forward,1,39
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Eddie Nketiah,Nketiah,Eddie,0,RW,Forward,0,37
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Nicolas Pepe,Pepe,Nicolas,1,RW,Forward,0,32
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Matteo Guendouzi,Guendouzi,Matteo,1,CM,Midfielder,0,30
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Rob Holding,Holding,Rob,1,CB,Defender,0,26
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Reiss Nelson,Nelson,Reiss,0,RM,Midfielder,0,24
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Sead Kolasinac,Kolasinac,Sead,1,LB,Defender,0,18
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Shkodran Mustafi,Mustafi,Shkodran,1,CB,Defender,0,8
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Daniel Ceballos,Ceballos,Daniel,1,RM,Midfielder,0,9
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Kieran Tierney,Tierney,Kieran,0,LW,Forward,0,7
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Bukayo Saka,Saka,Bukayo,1,LM,Midfielder,0,6
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Joe Willock,Willock,Joe,0,CM,Midfielder,0,3
2020-06-20,2019/20,30,16:00:00,Brighton,away,AMEX Stadium,0,Mikel Arteta,Martin Atkinson,105,Hector Bellerin,Bellerin,Hector,1,RB,Defender,0,2
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Sokratis Papastathopoulos,Papastathopoulos,Sokratis,1,CB,Defender,0,55
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Mesut Ozil,Ozil,Mesut,1,AM,Midfielder,1,53
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Alex Iwobi,Iwobi,Alex,0,AM,Midfielder,0,50
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Mohamed Elneny,Elneny,Mohamed,1,RM,Midfielder,0,49
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Granit Xhaka,Xhaka,Granit,1,CB,Defender,0,44
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Ainsley Maitland-Niles,Maitland-Niles,Ainsley,1,WB,Defender,0,38
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,FW,Forward,0,39
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Lucas Torreira,Torreira,Lucas,0,CM,Midfielder,0,36
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Stephan Lichtsteiner,Lichtsteiner,Stephan,0,CB,Defender,0,35
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Matteo Guendouzi,Guendouzi,Matteo,1,CM,Midfielder,0,30
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Nacho Monreal,Monreal,Nacho,1,CB,Defender,0,21
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Sead Kolasinac,Kolasinac,Sead,1,WB,Defender,0,18
2018-12-22,2018/19,18,13:30:00,Burnley,home,Emirates Stadium,59493,Unai Emery,Kevin Friend,55,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Mohamed Elneny,Elneny,Mohamed,0,CM,Midfielder,0,49
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Alex Iwobi,Iwobi,Alex,1,AM,Midfielder,0,50
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Granit Xhaka,Xhaka,Granit,1,CM,Midfielder,0,44
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Alexis Sanchez,Sanchez,Alexis,1,AM,Midfielder,0,41
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Rob Holding,Holding,Rob,1,CB,Defender,0,26
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Nacho Monreal,Monreal,Nacho,1,CB,Defender,0,21
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Sead Kolasinac,Kolasinac,Sead,1,WB,Defender,0,18
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Shkodran Mustafi,Mustafi,Shkodran,1,CB,Defender,0,8
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Aaron Ramsey,Ramsey,Aaron,1,CM,Midfielder,0,5
2017-10-01,2017/18,7,13:00:00,Brighton,home,Emirates Stadium,59378,Arsène Wenger,Kevin Friend,6,Hector Bellerin,Bellerin,Hector,1,WB,Defender,0,2
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Sokratis Papastathopoulos,Papastathopoulos,Sokratis,1,CB,Defender,0,55
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,1,44
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Ainsley Maitland-Niles,Maitland-Niles,Ainsley,1,RB,Defender,0,38
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,David Luiz,Luiz,David,1,CB,Defender,0,40
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,FW,Forward,0,39
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Lucas Torreira,Torreira,Lucas,0,LM,Midfielder,0,36
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Nicolas Pepe,Pepe,Nicolas,1,FW,Forward,0,32
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Matteo Guendouzi,Guendouzi,Matteo,1,RM,Midfielder,0,30
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Calum Chambers,Chambers,Calum,0,RB,Defender,0,19
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Sead Kolasinac,Kolasinac,Sead,1,LB,Defender,0,18
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Daniel Ceballos,Ceballos,Daniel,1,AM,Midfielder,0,9
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Bukayo Saka,Saka,Bukayo,1,LW,Forward,0,6
2019-09-22,2019/20,6,17:30:00,Aston Villa,home,Emirates Stadium,60331,Unai Emery,Jonathan Moss,81,Joe Willock,Willock,Joe,0,CM,Midfielder,0,3
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Sokratis Papastathopoulos,Papastathopoulos,Sokratis,1,CB,Defender,0,55
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Mesut Ozil,Ozil,Mesut,1,RW,Forward,0,53
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,0,44
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,LW,Forward,0,39
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Lucas Torreira,Torreira,Lucas,0,DM,Midfielder,0,36
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Matteo Guendouzi,Guendouzi,Matteo,1,DM,Midfielder,0,30
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Henrikh Mkhitaryan,Mkhitaryan,Henrikh,0,RW,Forward,0,25
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Nacho Monreal,Monreal,Nacho,1,LB,Defender,0,21
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Danny Welbeck,Welbeck,Danny,0,AM,Midfielder,0,13
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Shkodran Mustafi,Mustafi,Shkodran,1,CB,Defender,0,8
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Aaron Ramsey,Ramsey,Aaron,1,AM,Midfielder,0,5
2018-09-15,2018/19,5,16:00:00,Newcastle,away,St James' Park,52165,Unai Emery,Lee Probert,42,Hector Bellerin,Bellerin,Hector,1,RB,Defender,0,2
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Gabriel Magalhaes,Magalhaes,Gabriel,1,CB,Defender,0,54
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Cedric Soares,Soares,Cedric,1,RB,Defender,0,52
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Thomas Partey,Partey,Thomas,1,DM,Midfielder,0,48
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Martin Odegaard,Odegaard,Martin,1,AM,Midfielder,0,47
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,0,44
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Eddie Nketiah,Nketiah,Eddie,0,FW,Forward,0,37
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Nicolas Pepe,Pepe,Nicolas,0,RW,Forward,0,32
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Ben White,White,Ben,1,CB,Defender,0,16
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,1,10
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Kieran Tierney,Tierney,Kieran,1,LB,Defender,0,7
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Bukayo Saka,Saka,Bukayo,1,RW,Forward,0,6
2022-02-19,2021/22,26,16:00:00,Brentford,home,Emirates Stadium,60015,Mikel Arteta,Jonathan Moss,174,Emile Smith Rowe,Smith Rowe,Emile,1,LW,Forward,0,0
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Gabriel Magalhaes,Magalhaes,Gabriel,1,CB,Defender,0,54
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,0,44
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,David Luiz,Luiz,David,1,CB,Defender,0,40
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,FW,Forward,1,39
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Rob Holding,Holding,Rob,0,CB,Defender,0,26
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Reiss Nelson,Nelson,Reiss,0,RW,Forward,0,24
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Kieran Willian,Willian,Kieran,1,RW,Forward,0,11
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Alexandre Lacazette,Lacazette,Alexandre,0,FW,Forward,0,10
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Daniel Ceballos,Ceballos,Daniel,1,DM,Midfielder,0,9
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Kieran Tierney,Tierney,Kieran,1,LB,Defender,0,7
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Bukayo Saka,Saka,Bukayo,1,LW,Forward,0,6
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Joe Willock,Willock,Joe,1,AM,Midfielder,0,3
2020-11-29,2020/21,10,20:15:00,Wolves,home,Emirates Stadium,0,Mikel Arteta,Michael Oliver,123,Hector Bellerin,Bellerin,Hector,1,RB,Defender,0,2
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Mesut Ozil,Ozil,Mesut,0,AM,Midfielder,0,53
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Alex Iwobi,Iwobi,Alex,1,LW,Forward,0,50
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Granit Xhaka,Xhaka,Granit,1,CB,Defender,0,44
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Laurent Koscielny,Koscielny,Laurent,1,CB,Defender,1,43
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Ainsley Maitland-Niles,Maitland-Niles,Ainsley,0,RB,Defender,0,38
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,FW,Forward,0,39
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Lucas Torreira,Torreira,Lucas,1,DM,Midfielder,0,36
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Stephan Lichtsteiner,Lichtsteiner,Stephan,1,CB,Defender,0,35
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Matteo Guendouzi,Guendouzi,Matteo,1,DM,Midfielder,0,30
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Henrikh Mkhitaryan,Mkhitaryan,Henrikh,1,AM,Midfielder,0,25
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Nacho Monreal,Monreal,Nacho,1,LB,Defender,0,21
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Alexandre Lacazette,Lacazette,Alexandre,0,FW,Forward,0,10
2018-12-16,2018/19,17,14:30:00,Southampton,away,St Mary's Stadium,29497,Unai Emery,Chris Kavanagh,54,Hector Bellerin,Bellerin,Hector,1,RM,Midfielder,0,2
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Sokratis Papastathopoulos,Papastathopoulos,Sokratis,1,CB,Defender,0,55
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Mesut Ozil,Ozil,Mesut,1,AM,Midfielder,0,53
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,0,44
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Ainsley Maitland-Niles,Maitland-Niles,Ainsley,1,RB,Defender,0,38
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,David Luiz,Luiz,David,1,CB,Defender,0,40
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick,1,LW,Forward,1,39
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Lucas Torreira,Torreira,Lucas,1,DM,Midfielder,0,36
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Matteo Guendouzi,Guendouzi,Matteo,0,RM,Midfielder,0,30
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Nicolas Pepe,Pepe,Nicolas,1,RW,Forward,0,32
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Reiss Nelson,Nelson,Reiss,0,RW,Forward,0,24
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Sead Kolasinac,Kolasinac,Sead,1,LB,Defender,0,18
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Alexandre Lacazette,Lacazette,Alexandre,1,FW,Forward,0,10
2020-01-01,2019/20,21,21:00:00,Man Utd,home,Emirates Stadium,60328,Mikel Arteta,Chris Kavanagh,96,Bukayo Saka,Saka,Bukayo,0,LB,Defender,0,6
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Gabriel Magalhaes,Magalhaes,Gabriel,1,CB,Defender,0,54
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Cedric Soares,Soares,Cedric,1,RB,Defender,0,52
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Thomas Partey,Partey,Thomas,1,DM,Midfielder,0,48
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Martin Odegaard,Odegaard,Martin,1,CM,Midfielder,0,47
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Granit Xhaka,Xhaka,Granit,1,DM,Midfielder,0,44
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Eddie Nketiah,Nketiah,Eddie,0,FW,Forward,0,37
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Gabriel Martinelli,Martinelli,Gabriel,0,RW,Forward,0,34
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Nuno Tavares,Tavares,Nuno,1,LB,Defender,0,28
2022-04-04,2021/22,31,21:00:00,Crystal Palace,away,Selhurst Park,25149,Mikel Arteta,Paul Tierney,180,Albert Sambi Lokonga,Sambi Lokonga,Albert,0,DM,Midfielder,0,22
